S.No,Crop Name,ScientificName,n,P,K,Zn,MN_Fe_B_Cu
2992,Sun Flower,Helianthus,High,M,M,Low,VeryLow
2993,Garlic,,High,Low,High,,VeryLow
2994,Peas,,High,Low,High,VeryLow,VeryLow
2995,Orange,,High,Low,High,VeryLow,VeryLow
2996,Celery,,High,Low,High,VeryLow,VeryLow
2997,GreenHouseTomato,,High,M,High,VeryLow,VeryLow
2998,TableTomato,,High,Low,High,VeryLow,VeryLow
2999,HydrophonicTomato,,High,Low,High,VeryLow,VeryLow
3000,Sorghum,,M,Low,M,VeryLow,VeryLow
3001,PearlMillet,,M,Low,M,VeryLow,VeryLow
3002,Raagi,,Low,Low,Low,VeryLow,VeryLow
3003,SmallMillets,,Low,Low,Low,VeryLow,VeryLow
3004,Barley,,Low,Low,Low,VeryLow,VeryLow
3005,ChickPea,,M,Low,M,VeryLow,VeryLow
3006,PigeonPea,,M,Low,Low,VeryLow,VeryLow
3007,SoyaBean,,High,Low,M,VeryLow,VeryLow
3008,Jute,,M,Low,M,VeryLow,VeryLow
3009,Rubber,,Low,M,Low,,
3010,Tea,,High,Low,M,,
3011,Tobacco,,High,Low,M,,
3012,Apple,,High,Low,M,,
3013,CustardApple,,M,Low,M,,
3014,WaterMelon,,High,Low,M,,
3015,Beetroot,,High,High,High,,
3016,Carrot,,High,High,M,,
3017,Rice,Oryza sativum,High,M,M,High,Medium
3018,Wheat,Triticum,High,Low,M,Medium,Medium
3019,Maize,Zea mays,High,High,Low,Low,VeryLow
3020,GroundNut,Arachis hypogaea,Low,M,High,Medium,Low
3021,Coconut,Cocus nucifera,M,High,M,Low,Low
3022,Chilli,Capsicum frutescens,High,M,M,Low,Low
3023,Cotton,Gossypium,High,M,M,Low,Low
3024,Redgram,Cajanus cajan,Low,M,Low,Low,Low
3025,Onion,Allium sepa,High,M,High,High,High
3026,Potato,Solanum tuberosum,High,High,High,Low,Low
3027,Brinjal,Solanum melongena,High,M,M,Low,Low
3028,Drumstick,Moringa oleifera,M,Low,High,Low,Low
3029,Cabbage,Brassica oleracear var.capitata,High,High,High,High,High
3030,Turmeric,Curcuma longa,M,M,High,VeryLow,VeryLow
3031,Banana,Musa acuminata,High,High,High,M,M
3032,Tomato,Solanum lycopersicum,High,M,M,Low,Low
3033,Sugarcane,Saccharum officinarium,High,High,High,Low,Medium
3034,Mango,Mangifera indica,High,High,M,Medium,Medium
3035,Castor,Ricinus communis,High,M,High,Medium,Low
3036,Mustard,Brassica   ,High,M,M,Low,Low
3037,Cucumber,Cucumis sativus,Low,High,High,Low,Low
3038,Ladies Finger,Abelmoschus esculentus,High,M,M,Low,Low
3039,Gingelly,Sesamum indicum,M,Low,Low,Medium,High
3040,Pumpkin,Cucurbita,High,M,High,Medium,Medium
3041,Bottle Guard,Lagenaria siceraria,Low,Low,M,VeryLow,VeryLow
3042,Bitter Guard,Momordica charantia,High,Low,M,Low,Medium
3043,Ash Guard,Benincasa hispida,High,M,M,VeryLow,VeryLow
3044,Sun Flower,Helianthus,High,M,M,Low,VeryLow
3045,Garlic,,High,Low,High,,VeryLow
3046,Peas,,High,Low,High,VeryLow,VeryLow
3047,Orange,,High,Low,High,VeryLow,VeryLow
3048,Celery,,High,Low,High,VeryLow,VeryLow
3049,GreenHouseTomato,,High,M,High,VeryLow,VeryLow
3050,TableTomato,,High,Low,High,VeryLow,VeryLow
3051,HydrophonicTomato,,High,Low,High,VeryLow,VeryLow
3052,Sorghum,,M,Low,M,VeryLow,VeryLow
3053,PearlMillet,,M,Low,M,VeryLow,VeryLow
3054,Raagi,,Low,Low,Low,VeryLow,VeryLow
3055,SmallMillets,,Low,Low,Low,VeryLow,VeryLow
3056,Barley,,Low,Low,Low,VeryLow,VeryLow
3057,ChickPea,,M,Low,M,VeryLow,VeryLow
3058,PigeonPea,,M,Low,Low,VeryLow,VeryLow
3059,SoyaBean,,High,Low,M,VeryLow,VeryLow
3060,Jute,,M,Low,M,VeryLow,VeryLow
3061,Rubber,,Low,M,Low,,
3062,Tea,,High,Low,M,,
3063,Tobacco,,High,Low,M,,
3064,Apple,,High,Low,M,,
3065,CustardApple,,M,Low,M,,
3066,WaterMelon,,High,Low,M,,
3067,Beetroot,,High,High,High,,
3068,Carrot,,High,High,M,,
3069,Rice,Oryza sativum,High,M,M,High,Medium
3070,Wheat,Triticum,High,Low,M,Medium,Medium
3071,Maize,Zea mays,High,High,Low,Low,VeryLow
3072,GroundNut,Arachis hypogaea,Low,M,High,Medium,Low
3073,Coconut,Cocus nucifera,M,High,M,Low,Low
3074,Chilli,Capsicum frutescens,High,M,M,Low,Low
3075,Cotton,Gossypium,High,M,M,Low,Low
3076,Redgram,Cajanus cajan,Low,M,Low,Low,Low
3077,Onion,Allium sepa,High,M,High,High,High
3078,Potato,Solanum tuberosum,High,High,High,Low,Low
3079,Brinjal,Solanum melongena,High,M,M,Low,Low
3080,Drumstick,Moringa oleifera,M,Low,High,Low,Low
3081,Cabbage,Brassica oleracear var.capitata,High,High,High,High,High
3082,Turmeric,Curcuma longa,M,M,High,VeryLow,VeryLow
3083,Banana,Musa acuminata,High,High,High,M,M
3084,Tomato,Solanum lycopersicum,High,M,M,Low,Low
3085,Sugarcane,Saccharum officinarium,High,High,High,Low,Medium
3086,Mango,Mangifera indica,High,High,M,Medium,Medium
3087,Castor,Ricinus communis,High,M,High,Medium,Low
3088,Mustard,Brassica   ,High,M,M,Low,Low
3089,Cucumber,Cucumis sativus,Low,High,High,Low,Low
3090,Ladies Finger,Abelmoschus esculentus,High,M,M,Low,Low
3091,Gingelly,Sesamum indicum,M,Low,Low,Medium,High
3092,Pumpkin,Cucurbita,High,M,High,Medium,Medium
3093,Bottle Guard,Lagenaria siceraria,Low,Low,M,VeryLow,VeryLow
3094,Bitter Guard,Momordica charantia,High,Low,M,Low,Medium
3095,Ash Guard,Benincasa hispida,High,M,M,VeryLow,VeryLow
3096,Sun Flower,Helianthus,High,M,M,Low,VeryLow
3097,Garlic,,High,Low,High,,VeryLow
3098,Peas,,High,Low,High,VeryLow,VeryLow
3099,Orange,,High,Low,High,VeryLow,VeryLow
3100,Celery,,High,Low,High,VeryLow,VeryLow
3101,GreenHouseTomato,,High,M,High,VeryLow,VeryLow
3102,TableTomato,,High,Low,High,VeryLow,VeryLow
3103,HydrophonicTomato,,High,Low,High,VeryLow,VeryLow
3104,Sorghum,,M,Low,M,VeryLow,VeryLow
3105,PearlMillet,,M,Low,M,VeryLow,VeryLow
3106,Raagi,,Low,Low,Low,VeryLow,VeryLow
3107,SmallMillets,,Low,Low,Low,VeryLow,VeryLow
3108,Barley,,Low,Low,Low,VeryLow,VeryLow
3109,ChickPea,,M,Low,M,VeryLow,VeryLow
3110,PigeonPea,,M,Low,Low,VeryLow,VeryLow
3111,SoyaBean,,High,Low,M,VeryLow,VeryLow
3112,Jute,,M,Low,M,VeryLow,VeryLow
3113,Rubber,,Low,M,Low,,
3114,Tea,,High,Low,M,,
3115,Tobacco,,High,Low,M,,
3116,Apple,,High,Low,M,,
3117,CustardApple,,M,Low,M,,
3118,WaterMelon,,High,Low,M,,
3119,Beetroot,,High,High,High,,
3120,Carrot,,High,High,M,,
3121,Rice,Oryza sativum,High,M,M,High,Medium
3122,Wheat,Triticum,High,Low,M,Medium,Medium
3123,Maize,Zea mays,High,High,Low,Low,VeryLow
3124,GroundNut,Arachis hypogaea,Low,M,High,Medium,Low
3125,Coconut,Cocus nucifera,M,High,M,Low,Low
3126,Chilli,Capsicum frutescens,High,M,M,Low,Low
3127,Cotton,Gossypium,High,M,M,Low,Low
3128,Redgram,Cajanus cajan,Low,M,Low,Low,Low
3129,Onion,Allium sepa,High,M,High,High,High
3130,Potato,Solanum tuberosum,High,High,High,Low,Low
3131,Brinjal,Solanum melongena,High,M,M,Low,Low
3132,Drumstick,Moringa oleifera,M,Low,High,Low,Low
3133,Cabbage,Brassica oleracear var.capitata,High,High,High,High,High
3134,Turmeric,Curcuma longa,M,M,High,VeryLow,VeryLow
3135,Banana,Musa acuminata,High,High,High,M,M
3136,Tomato,Solanum lycopersicum,High,M,M,Low,Low
3137,Sugarcane,Saccharum officinarium,High,High,High,Low,Medium
3138,Mango,Mangifera indica,High,High,M,Medium,Medium
3139,Castor,Ricinus communis,High,M,High,Medium,Low
3140,Mustard,Brassica   ,High,M,M,Low,Low
3141,Cucumber,Cucumis sativus,Low,High,High,Low,Low
3142,Ladies Finger,Abelmoschus esculentus,High,M,M,Low,Low
3143,Gingelly,Sesamum indicum,M,Low,Low,Medium,High
3144,Pumpkin,Cucurbita,High,M,High,Medium,Medium
3145,Bottle Guard,Lagenaria siceraria,Low,Low,M,VeryLow,VeryLow
3146,Bitter Guard,Momordica charantia,High,Low,M,Low,Medium
3147,Ash Guard,Benincasa hispida,High,M,M,VeryLow,VeryLow
3148,Sun Flower,Helianthus,High,M,M,Low,VeryLow
3149,Garlic,,High,Low,High,,VeryLow
3150,Peas,,High,Low,High,VeryLow,VeryLow
3151,Orange,,High,Low,High,VeryLow,VeryLow
3152,Celery,,High,Low,High,VeryLow,VeryLow
3153,GreenHouseTomato,,High,M,High,VeryLow,VeryLow
3154,TableTomato,,High,Low,High,VeryLow,VeryLow
3155,HydrophonicTomato,,High,Low,High,VeryLow,VeryLow
3156,Sorghum,,M,Low,M,VeryLow,VeryLow
3157,PearlMillet,,M,Low,M,VeryLow,VeryLow
3158,Raagi,,Low,Low,Low,VeryLow,VeryLow
3159,SmallMillets,,Low,Low,Low,VeryLow,VeryLow
3160,Barley,,Low,Low,Low,VeryLow,VeryLow
3161,ChickPea,,M,Low,M,VeryLow,VeryLow
3162,PigeonPea,,M,Low,Low,VeryLow,VeryLow
3163,SoyaBean,,High,Low,M,VeryLow,VeryLow
3164,Jute,,M,Low,M,VeryLow,VeryLow
3165,Rubber,,Low,M,Low,,
3166,Tea,,High,Low,M,,
3167,Tobacco,,High,Low,M,,
3168,Apple,,High,Low,M,,
3169,CustardApple,,M,Low,M,,
3170,WaterMelon,,High,Low,M,,
3171,Beetroot,,High,High,High,,
3172,Carrot,,High,High,M,,
3173,Rice,Oryza sativum,High,M,M,High,Medium
3174,Wheat,Triticum,High,Low,M,Medium,Medium
3175,Maize,Zea mays,High,High,Low,Low,VeryLow
3176,GroundNut,Arachis hypogaea,Low,M,High,Medium,Low
3177,Coconut,Cocus nucifera,M,High,M,Low,Low
3178,Chilli,Capsicum frutescens,High,M,M,Low,Low
3179,Cotton,Gossypium,High,M,M,Low,Low
3180,Redgram,Cajanus cajan,Low,M,Low,Low,Low
3181,Onion,Allium sepa,High,M,High,High,High
3182,Potato,Solanum tuberosum,High,High,High,Low,Low
3183,Brinjal,Solanum melongena,High,M,M,Low,Low
3184,Drumstick,Moringa oleifera,M,Low,High,Low,Low
3185,Cabbage,Brassica oleracear var.capitata,High,High,High,High,High
3186,Turmeric,Curcuma longa,M,M,High,VeryLow,VeryLow
3187,Banana,Musa acuminata,High,High,High,M,M
3188,Tomato,Solanum lycopersicum,High,M,M,Low,Low
3189,Sugarcane,Saccharum officinarium,High,High,High,Low,Medium
3190,Mango,Mangifera indica,High,High,M,Medium,Medium
3191,Castor,Ricinus communis,High,M,High,Medium,Low
3192,Mustard,Brassica   ,High,M,M,Low,Low
3193,Cucumber,Cucumis sativus,Low,High,High,Low,Low
3194,Ladies Finger,Abelmoschus esculentus,High,M,M,Low,Low
3195,Gingelly,Sesamum indicum,M,Low,Low,Medium,High
3196,Pumpkin,Cucurbita,High,M,High,Medium,Medium
3197,Bottle Guard,Lagenaria siceraria,Low,Low,M,VeryLow,VeryLow
3198,Bitter Guard,Momordica charantia,High,Low,M,Low,Medium
3199,Ash Guard,Benincasa hispida,High,M,M,VeryLow,VeryLow
3200,Sun Flower,Helianthus,High,M,M,Low,VeryLow
3201,Garlic,,High,Low,High,,VeryLow
3202,Peas,,High,Low,High,VeryLow,VeryLow
3203,Orange,,High,Low,High,VeryLow,VeryLow
3204,Celery,,High,Low,High,VeryLow,VeryLow
3205,GreenHouseTomato,,High,M,High,VeryLow,VeryLow
3206,TableTomato,,High,Low,High,VeryLow,VeryLow
3207,HydrophonicTomato,,High,Low,High,VeryLow,VeryLow
3208,Sorghum,,M,Low,M,VeryLow,VeryLow
3209,PearlMillet,,M,Low,M,VeryLow,VeryLow
3210,Raagi,,Low,Low,Low,VeryLow,VeryLow
3211,SmallMillets,,Low,Low,Low,VeryLow,VeryLow
3212,Barley,,Low,Low,Low,VeryLow,VeryLow
3213,ChickPea,,M,Low,M,VeryLow,VeryLow
3214,PigeonPea,,M,Low,Low,VeryLow,VeryLow
3215,SoyaBean,,High,Low,M,VeryLow,VeryLow
3216,Jute,,M,Low,M,VeryLow,VeryLow
3217,Rubber,,Low,M,Low,,
3218,Tea,,High,Low,M,,
3219,Tobacco,,High,Low,M,,
3220,Apple,,High,Low,M,,
3221,CustardApple,,M,Low,M,,
3222,WaterMelon,,High,Low,M,,
3223,Beetroot,,High,High,High,,
3224,Carrot,,High,High,M,,
3225,Rice,Oryza sativum,High,M,M,High,Medium
3226,Wheat,Triticum,High,Low,M,Medium,Medium
3227,Maize,Zea mays,High,High,Low,Low,VeryLow
3228,GroundNut,Arachis hypogaea,Low,M,High,Medium,Low
3229,Coconut,Cocus nucifera,M,High,M,Low,Low
3230,Chilli,Capsicum frutescens,High,M,M,Low,Low
3231,Cotton,Gossypium,High,M,M,Low,Low
3232,Redgram,Cajanus cajan,Low,M,Low,Low,Low
3233,Onion,Allium sepa,High,M,High,High,High
3234,Potato,Solanum tuberosum,High,High,High,Low,Low
3235,Brinjal,Solanum melongena,High,M,M,Low,Low
3236,Drumstick,Moringa oleifera,M,Low,High,Low,Low
3237,Cabbage,Brassica oleracear var.capitata,High,High,High,High,High
3238,Turmeric,Curcuma longa,M,M,High,VeryLow,VeryLow
3239,Banana,Musa acuminata,High,High,High,M,M
3240,Tomato,Solanum lycopersicum,High,M,M,Low,Low
3241,Sugarcane,Saccharum officinarium,High,High,High,Low,Medium
3242,Mango,Mangifera indica,High,High,M,Medium,Medium
3243,Castor,Ricinus communis,High,M,High,Medium,Low
3244,Mustard,Brassica   ,High,M,M,Low,Low
3245,Cucumber,Cucumis sativus,Low,High,High,Low,Low
3246,Ladies Finger,Abelmoschus esculentus,High,M,M,Low,Low
3247,Gingelly,Sesamum indicum,M,Low,Low,Medium,High
3248,Pumpkin,Cucurbita,High,M,High,Medium,Medium
3249,Bottle Guard,Lagenaria siceraria,Low,Low,M,VeryLow,VeryLow
3250,Bitter Guard,Momordica charantia,High,Low,M,Low,Medium
3251,Ash Guard,Benincasa hispida,High,M,M,VeryLow,VeryLow
3252,Sun Flower,Helianthus,High,M,M,Low,VeryLow
3253,Garlic,,High,Low,High,,VeryLow
3254,Peas,,High,Low,High,VeryLow,VeryLow
3255,Orange,,High,Low,High,VeryLow,VeryLow
3256,Celery,,High,Low,High,VeryLow,VeryLow
3257,GreenHouseTomato,,High,M,High,VeryLow,VeryLow
3258,TableTomato,,High,Low,High,VeryLow,VeryLow
3259,HydrophonicTomato,,High,Low,High,VeryLow,VeryLow
3260,Sorghum,,M,Low,M,VeryLow,VeryLow
3261,PearlMillet,,M,Low,M,VeryLow,VeryLow
3262,Raagi,,Low,Low,Low,VeryLow,VeryLow
3263,SmallMillets,,Low,Low,Low,VeryLow,VeryLow
3264,Barley,,Low,Low,Low,VeryLow,VeryLow
3265,ChickPea,,M,Low,M,VeryLow,VeryLow
3266,PigeonPea,,M,Low,Low,VeryLow,VeryLow
3267,SoyaBean,,High,Low,M,VeryLow,VeryLow
3268,Jute,,M,Low,M,VeryLow,VeryLow
3269,Rubber,,Low,M,Low,,
3270,Tea,,High,Low,M,,
3271,Tobacco,,High,Low,M,,
3272,Apple,,High,Low,M,,
3273,CustardApple,,M,Low,M,,
3274,WaterMelon,,High,Low,M,,
3275,Beetroot,,High,High,High,,
3276,Carrot,,High,High,M,,
3277,Rice,Oryza sativum,High,M,M,High,Medium
3278,Wheat,Triticum,High,Low,M,Medium,Medium
3279,Maize,Zea mays,High,High,Low,Low,VeryLow
3280,GroundNut,Arachis hypogaea,Low,M,High,Medium,Low
3281,Coconut,Cocus nucifera,M,High,M,Low,Low
3282,Chilli,Capsicum frutescens,High,M,M,Low,Low
3283,Cotton,Gossypium,High,M,M,Low,Low
3284,Redgram,Cajanus cajan,Low,M,Low,Low,Low
3285,Onion,Allium sepa,High,M,High,High,High
3286,Potato,Solanum tuberosum,High,High,High,Low,Low
3287,Brinjal,Solanum melongena,High,M,M,Low,Low
3288,Drumstick,Moringa oleifera,M,Low,High,Low,Low
3289,Cabbage,Brassica oleracear var.capitata,High,High,High,High,High
3290,Turmeric,Curcuma longa,M,M,High,VeryLow,VeryLow
3291,Banana,Musa acuminata,High,High,High,M,M
3292,Tomato,Solanum lycopersicum,High,M,M,Low,Low
3293,Sugarcane,Saccharum officinarium,High,High,High,Low,Medium
3294,Mango,Mangifera indica,High,High,M,Medium,Medium
3295,Castor,Ricinus communis,High,M,High,Medium,Low
3296,Mustard,Brassica   ,High,M,M,Low,Low
3297,Cucumber,Cucumis sativus,Low,High,High,Low,Low
3298,Ladies Finger,Abelmoschus esculentus,High,M,M,Low,Low
3299,Gingelly,Sesamum indicum,M,Low,Low,Medium,High
3300,Pumpkin,Cucurbita,High,M,High,Medium,Medium
3301,Bottle Guard,Lagenaria siceraria,Low,Low,M,VeryLow,VeryLow
3302,Bitter Guard,Momordica charantia,High,Low,M,Low,Medium
3303,Ash Guard,Benincasa hispida,High,M,M,VeryLow,VeryLow
3304,Sun Flower,Helianthus,High,M,M,Low,VeryLow
3305,Garlic,,High,Low,High,,VeryLow
3306,Peas,,High,Low,High,VeryLow,VeryLow
3307,Orange,,High,Low,High,VeryLow,VeryLow
3308,Celery,,High,Low,High,VeryLow,VeryLow
3309,GreenHouseTomato,,High,M,High,VeryLow,VeryLow
3310,TableTomato,,High,Low,High,VeryLow,VeryLow
3311,HydrophonicTomato,,High,Low,High,VeryLow,VeryLow
3312,Sorghum,,M,Low,M,VeryLow,VeryLow
3313,PearlMillet,,M,Low,M,VeryLow,VeryLow
3314,Raagi,,Low,Low,Low,VeryLow,VeryLow
3315,SmallMillets,,Low,Low,Low,VeryLow,VeryLow
3316,Barley,,Low,Low,Low,VeryLow,VeryLow
3317,ChickPea,,M,Low,M,VeryLow,VeryLow
3318,PigeonPea,,M,Low,Low,VeryLow,VeryLow
3319,SoyaBean,,High,Low,M,VeryLow,VeryLow
3320,Jute,,M,Low,M,VeryLow,VeryLow
3321,Rubber,,Low,M,Low,,
3322,Tea,,High,Low,M,,
3323,Tobacco,,High,Low,M,,
3324,Apple,,High,Low,M,,
3325,CustardApple,,M,Low,M,,
3326,WaterMelon,,High,Low,M,,
3327,Beetroot,,High,High,High,,
3328,Carrot,,High,High,M,,
